necesidad,canasta,ean,desc,marca,rubro,categoria,subcategoria,unidad_fisica,qty_fisica,presentacion,cantidad,precio_unitario,precio_envase,cadenas,provincias,sucursales,cba,confiable
Queso untable,Representativa,7791337061422,Queso Untable Entero La Serenisima 290 Gr,La Serenisima,Frescos,Fiambrería,Quesos Untables,kg,0.35,0.29,1.0,14258.6,4135.0,5,24,2324,Queso,True
Crema de leche,Media,7798338291070,Crema de Leche Clásica para Cocinar Las Tres Niñas 200 Ml,Las Tres Niñas,Frescos,Lácteos,Crema de Leche,kg,0.25,0.2,1.0,14100.0,2820.0,5,24,2445,,True
Crema de leche,Ejecutiva,7790742011701,Crema de Leche Uat Tetra Top La Serenísima 200 Ml,La Serenísima,Frescos,Lácteos,Crema de Leche,kg,0.45,0.2,2.0,17500.0,3500.0,5,24,2437,,True
Crema de leche,Representativa,7790742141101,Crema de Leche Uat Tetra Top La Serenísima 330 Ml,La Serenísima,Frescos,Lácteos,Crema de Leche,kg,0.2,0.33,0.5,15693.9,5179.0,5,24,2443,,True
Salchichas,Popular,7790625010401,Salchicha Viena 66 190 Gr,66,Frescos,Fiambrería,Salchichas,kg,0.45,0.19,2.5,9605.3,1825.0,5,24,1598,Fiambres,True
Salchichas,Media,7790360970053,Salchichas Kids Swift Flowpack 190 Gr,Swift,Frescos,Fiambrería,Salchichas,kg,0.45,0.19,2.5,13052.6,2480.0,5,24,1998,Fiambres,True
Salchichas,Ejecutiva,7790360970053,Salchichas Kids Swift Flowpack 190 Gr,Swift,Frescos,Fiambrería,Salchichas,kg,0.4,0.19,2.0,13052.6,2480.0,5,24,1998,Fiambres,True
Salchichas,Representativa,7790360970053,Salchichas Kids Swift Flowpack 190 Gr,Swift,Frescos,Fiambrería,Salchichas,kg,0.45,0.19,2.5,13052.6,2480.0,5,24,1998,Fiambres,True
Pasta fresca,Media,7790070621863,Ravioles Ricota Mozzarella Danbo Parmesano La Salteña 450 Gr,La Salteña,Frescos,Pastas y Tapas,Pastas Rellenas,kg,0.5,0.45,1.0,9555.6,4300.0,5,24,2186,,True
Pasta fresca,Ejecutiva,7792390620700,Capelletini de Carne Giacomo 500 Gr,Giacomo,Frescos,Pastas y Tapas,Pastas Rellenas,kg,0.9,0.5,2.0,10993.3,5496.7,4,24,885,,True
Pasta fresca,Representativa,7790070621870,Ravioles Jamón y Mozzarella La Salteña 450 Gr,La Salteña,Frescos,Pastas y Tapas,Pastas Rellenas,kg,0.4,0.45,1.0,9555.6,4300.0,5,24,2182,,True
Tapas de empanada,Popular,7790070622037,Tapa para Pascualina Criolla La Salteña 400 Gr,La Salteña,Frescos,Pastas y Tapas,Tapas,kg,0.4,0.4,1.0,7000.0,2800.0,5,24,2472,,True
Tapas de empanada,Media,7790070622037,Tapa para Pascualina Criolla La Salteña 400 Gr,La Salteña,Frescos,Pastas y Tapas,Tapas,kg,0.4,0.4,1.0,7000.0,2800.0,5,24,2472,,True
Tapas de empanada,Ejecutiva,7790070622037,Tapa para Pascualina Criolla La Salteña 400 Gr,La Salteña,Frescos,Pastas y Tapas,Tapas,kg,0.4,0.4,1.0,7000.0,2800.0,5,24,2472,,True
Tapas de empanada,Representativa,7790070622044,Tapa para Pascualina Hojaldradas La Salteña 400 Gr,La Salteña,Frescos,Pastas y Tapas,Tapas,kg,0.4,0.4,1.0,7000.0,2800.0,5,24,2465,,True
Postre / flan,Media,7791337008663,Postre Frutilla Pote Danonino 80.5 Gr,Danonino,Frescos,Lácteos,Postres y Flanes,kg,0.4,0.0805,5.0,16149.1,1300.0,5,24,2408,,True
Postre / flan,Ejecutiva,7791337008106,Postre de Dulce de Leche con Crema Pote Danette 100 Gr,Danette,Frescos,Lácteos,Postres y Flanes,kg,0.7,0.1,7.0,27150.0,2715.0,5,24,2434,,True
Postre / flan,Representativa,7791337008656,Postre Vainilla Pote Danonino 80.5 Gr,Danonino,Frescos,Lácteos,Postres y Flanes,kg,0.3,0.0805,4.0,16149.1,1300.0,5,24,2391,,True
Hamburguesas congeladas,Popular,7790360967411,Hamburguesas Clásicas XL Swift 250 Gr,Swift,Congelados,Hamburguesas,Hamburguesas,kg,0.4,0.25,1.5,29036.0,7259.0,5,24,889,,True
Hamburguesas congeladas,Media,7790360967701,Hamburguesa Tipo Casera Swift 240 Gr,Swift,Congelados,Hamburguesas,Hamburguesas,kg,0.6,0.24,2.5,31574.4,7577.9,5,24,2435,,True
Hamburguesas congeladas,Ejecutiva,7790360967701,Hamburguesa Tipo Casera Swift 240 Gr,Swift,Congelados,Hamburguesas,Hamburguesas,kg,0.8,0.24,3.0,31574.4,7577.9,5,24,2435,,True
Hamburguesas congeladas,Representativa,7790360967701,Hamburguesa Tipo Casera Swift 240 Gr,Swift,Congelados,Hamburguesas,Hamburguesas,kg,0.5,0.24,2.0,31574.4,7577.9,5,24,2435,,True
Milanesas / nuggets de pollo,Popular,7891515629458,Formitas de Pollo Congelado Sadia 400 Gr,Sadia,Congelados,Prefritos,Prefritos,kg,0.4,0.4,1.0,18587.5,7435.0,4,24,1564,,True
Milanesas / nuggets de pollo,Media,7790070035950,Bocaditos de Pollo Rebozados +100 Gr Gratis Patitas 1.1 Kg,Patitas,Congelados,Prefritos,Prefritos,kg,0.6,1.1,0.5,23318.2,25650.0,5,24,1790,,True
Milanesas / nuggets de pollo,Ejecutiva,7790070034410,Nuggets de Pollo Bolsa Granja Del Sol 400 Gr,Granja Del Sol,Congelados,Prefritos,Prefritos,kg,0.8,0.4,2.0,27161.0,10864.4,5,24,2360,,True
Milanesas / nuggets de pollo,Representativa,7790070035936,Bocaditos de Pollo Rebozados Patitas 400 Gr,Patitas,Congelados,Prefritos,Prefritos,kg,0.5,0.4,1.0,23377.5,9351.0,5,24,2416,,True
Vegetales congelados,Media,7790070036278,Espinaca Congelada Granja Del Sol 500 Gr,Granja Del Sol,Congelados,Vegetales,Vegetales,kg,0.4,0.5,1.0,11198.0,5599.0,5,24,2341,,True
Vegetales congelados,Ejecutiva,7790070036308,Brócoli Congelado Granja Del Sol 400 Gr,Granja Del Sol,Congelados,Vegetales,Vegetales,kg,0.7,0.4,1.5,15122.5,6049.0,5,24,1093,,True
Vegetales congelados,Representativa,7790670052586,Brocoli Congelado Green Life 450 Gr,Green Life,Congelados,Vegetales,Vegetales,kg,0.3,0.45,0.5,13144.4,5915.0,5,24,1518,,True
Gaseosa cola,Popular,7790639003437,Gaseosa Cola Classic Cunnington 2.25 Lt,Cunnington,Bebidas,Gaseosas,Gaseosa Cola,kg,6.0,2.25,2.5,1092.9,2459.1,4,23,2141,Bebidas no alcoholicas,True
Gaseosa cola,Media,7791813828464,Gaseosa Cola Pepsi Black 2 Lt,Pepsi,Bebidas,Gaseosas,Gaseosa Cola,kg,7.0,2.0,4.0,2274.8,4549.5,4,24,2370,Bebidas no alcoholicas,True
Gaseosa cola,Ejecutiva,7790895000997,Coca Cola Sabor Original 2.25 Lt,Coca Cola,Bebidas,Gaseosas,Gaseosa Cola,kg,8.0,2.25,4.0,2586.1,5818.8,5,23,2219,Bebidas no alcoholicas,True
Gaseosa cola,Representativa,7791813888468,Gaseosa Cola Pepsi 2 Lt,Pepsi,Bebidas,Gaseosas,Gaseosa Cola,kg,5.863275000000001,2.0,3.0,2275.0,4550.0,5,24,2475,Bebidas no alcoholicas,True
Gaseosa lima-limon,Popular,7790639003468,Gaseosa Lima Limón Classic Cunnington 2.25 Lt,Cunnington,Bebidas,Gaseosas,Gaseosa Lima Limón,kg,2.5,2.25,1.0,1222.2,2750.0,5,24,2201,Bebidas no alcoholicas,True
Gaseosa lima-limon,Media,7790895000447,Gaseosa Sprite 1.5 Lt,Sprite,Bebidas,Gaseosas,Gaseosa Lima Limón,kg,3.0,1.5,2.0,2593.3,3890.0,4,24,1745,Bebidas no alcoholicas,True
Gaseosa lima-limon,Ejecutiva,7790895000829,Gaseosa Sprite 500 Cc,Sprite,Bebidas,Gaseosas,Gaseosa Lima Limón,kg,3.5,0.5,7.0,3802.0,1901.0,4,24,1723,Bebidas no alcoholicas,True
Gaseosa lima-limon,Representativa,7790895001000,Gaseosa Sprite 2.25 Lt,Sprite,Bebidas,Gaseosas,Gaseosa Lima Limón,kg,2.665125,2.25,1.0,2586.1,5818.8,5,24,2508,Bebidas no alcoholicas,True
Jugo en polvo,Popular,7622201735685,Jugo en Polvo Sabor Limón Dulce Tang 15 Gr,Tang,Bebidas,Jugos,En Polvo,kg,0.2,0.015,13.0,36666.7,550.0,5,24,2282,Bebidas no alcoholicas,True
Jugo en polvo,Media,7622201702656,Jugo en Polvo Sabor Limonada Clight 8 Gr,Clight,Bebidas,Jugos,En Polvo,kg,0.15,0.008,19.0,72500.0,580.0,5,24,2279,Bebidas no alcoholicas,True
Jugo en polvo,Ejecutiva,7622201703080,Jugo en Polvo Sabor Manzana Deliciosa Clight 7 Gr,Clight,Bebidas,Jugos,En Polvo,kg,0.1,0.007,14.0,82857.1,580.0,5,24,2273,Bebidas no alcoholicas,True
Jugo en polvo,Representativa,7622201705961,Jugo en Polvo Sabor Naranja Tang 15 Gr,Tang,Bebidas,Jugos,En Polvo,kg,0.15,0.015,10.0,36666.7,550.0,5,24,2272,Bebidas no alcoholicas,True
Agua mineral,Popular,7795930000543,Agua Mineral Neste Purez Vital 2.25 Lt,Nestlé,Bebidas,Aguas,Agua sin Gas,kg,6.0,2.25,2.5,813.2,1829.6,4,24,1859,Bebidas no alcoholicas,True
Agua mineral,Media,7795930000543,Agua Mineral Neste Purez Vital 2.25 Lt,Nestlé,Bebidas,Aguas,Agua sin Gas,kg,10.0,2.25,4.0,813.2,1829.6,4,24,1859,Bebidas no alcoholicas,True
Agua mineral,Ejecutiva,7795930000543,Agua Mineral Neste Purez Vital 2.25 Lt,Nestlé,Bebidas,Aguas,Agua sin Gas,kg,14.0,2.25,6.0,813.2,1829.6,4,24,1859,Bebidas no alcoholicas,True
Agua mineral,Representativa,7795930000543,Agua Mineral Neste Purez Vital 2.25 Lt,Nestlé,Bebidas,Aguas,Agua sin Gas,kg,2.1321000000000003,2.25,1.0,813.2,1829.6,4,24,1859,Bebidas no alcoholicas,True
Agua saborizada,Media,7798062548679,Agua Saborizada Pomelo Sin Gas Levité 1.5 Lt,Levité,Bebidas,Aguas,Agua Saborizada,kg,4.0,1.5,2.5,1891.7,2837.5,4,24,2448,,True
Agua saborizada,Ejecutiva,7798062548686,Agua Saborizada Pomelo sin Gas Villa Del Sur Levité 500 Cc,Levité,Bebidas,Aguas,Agua Saborizada,kg,8.0,0.5,16.0,4120.0,2060.0,5,24,2446,,True
Agua saborizada,Representativa,7790895640483,Agua Saborizada Manzana sin Gas Aquarius 1.5 Lt,Aquarius,Bebidas,Aguas,Agua Saborizada,kg,3.0,1.5,2.0,2075.9,3113.9,5,24,2577,,True
Cerveza,Popular,7792798007387,Cerveza Rubia Cristal Quilmes 1 Lt,Quilmes,Bebidas,Cerveza,Rubias,kg,2.0,1.0,2.0,4580.0,4580.0,5,23,2328,Bebidas alcoholicas,True
Cerveza,Media,7792798010561,Cerveza Blanca Botella Stella Artois 975 Cc,Stella Artois,Bebidas,Cerveza,Rubias,kg,3.0,0.975,3.0,6993.8,6819.0,5,23,2314,Bebidas alcoholicas,True
Cerveza,Ejecutiva,7792798014873,Cerveza Corona 330 Ml,Corona,Bebidas,Cerveza,Rubias,kg,4.5,0.33,14.0,10909.1,3600.0,4,24,2348,Bebidas alcoholicas,True
Cerveza,Representativa,7792798003716,Cerveza en Botella No Retornable Corona 710 Cc,Corona,Bebidas,Cerveza,Rubias,kg,2.0023199999999997,0.71,3.0,10538.7,7482.5,5,24,2337,Bebidas alcoholicas,True
Vino,Popular,7790314080159,Vino Malbec Estancia Mendoza 750 Cc,Estancia Mendoza,Bebidas,Vinos y Espumantes,Tintos,kg,1.0,0.75,1.5,5466.7,4100.0,4,24,2311,Bebidas alcoholicas,True
Vino,Media,7798074864675,Vino Tinto Malbec Portillo 750 Ml,Portillo,Bebidas,Vinos y Espumantes,Tintos,kg,1.5,0.75,2.0,9115.1,6836.3,5,24,2481,Bebidas alcoholicas,True
Vino,Ejecutiva,7791203001231,Vino Tinto Malbec Luigi Bosca 750 Cc,Luigi Bosca,Bebidas,Vinos y Espumantes,Tintos,kg,2.25,0.75,3.0,24137.5,18103.1,5,24,2346,Bebidas alcoholicas,True
Vino,Representativa,7791728248265,Vino Tinto Dulce Santa Julia 750 Ml,Santa Julia,Bebidas,Vinos y Espumantes,Tintos,kg,1.33488,0.75,2.0,11666.0,8749.5,5,24,2460,Bebidas alcoholicas,True
Aperitivo / fernet,Media,7790290101459,Aperitivo Fernet Vittone 750 Cc,Vittone,Bebidas,Aperitivos,Aperitivos,kg,0.75,0.75,1.0,9000.0,6750.0,4,24,2374,,True
Aperitivo / fernet,Ejecutiva,7790290101602,Fernet Branca 750 Ml,Branca,Bebidas,Aperitivos,Aperitivos,kg,1.5,0.75,2.0,24533.3,18400.0,5,24,2482,,True
Aperitivo / fernet,Representativa,7791200000626,Aperitivo Cynar 750 Ml,Cynar,Bebidas,Aperitivos,Aperitivos,kg,0.5,0.75,0.5,17855.1,13391.3,5,24,2491,,True
Detergente de vajilla,Popular,7791290794269,Detergente Líquido Ultra Limón Doyoack Ala 450 Ml,Ala,Limpieza,Limpieza de Cocina,Detergentes,kg,1.5,0.45,3.0,7200.0,3240.0,5,24,1666,,True
Detergente de vajilla,Media,7791290794085,Detergente Líquido Bioactive Limón Doypack Cif 450 Ml,Cif,Limpieza,Limpieza de Cocina,Detergentes,kg,1.8,0.45,4.0,8555.6,3850.0,4,24,2330,,True
Detergente de vajilla,Ejecutiva,7791290794054,Detergente Líquido Bioactive Limón Cif 300 Ml,Cif,Limpieza,Limpieza de Cocina,Detergentes,kg,2.2,0.3,7.0,9000.0,2700.0,5,24,2656,,True
Detergente de vajilla,Representativa,7791290794115,Detergente Líquido Bioactive Lima Cif 500 Ml,Cif,Limpieza,Limpieza de Cocina,Detergentes,kg,1.6,0.5,3.0,7778.0,3889.0,5,24,2466,,True
Jabon liquido para ropa,Popular,7791290795112,Jabón Líquido para Ropa Limón Doypack Granby 800 Ml,Granby,Limpieza,Limpieza de Ropa,Jabones liquidos,kg,2.0,0.8,2.5,3030.1,2424.1,4,24,1750,,True
Jabon liquido para ropa,Media,7791290795259,Jabón Líquido para Ropa Fina Doypack Ala 450 Ml,Ala,Limpieza,Limpieza de Ropa,Jabones liquidos,kg,3.0,0.45,7.0,8422.2,3790.0,5,24,2278,,True
Jabon liquido para ropa,Ejecutiva,7791290796409,Jabón Liquido Limpieza Activo Skip 800 Ml,Skip,Limpieza,Limpieza de Ropa,Jabones liquidos,kg,4.0,0.8,5.0,16562.5,13250.0,5,24,2325,,True
Jabon liquido para ropa,Representativa,7791290792814,Jabón Líquido para Ropa Bio Encimas Skip 800 Ml,Skip,Limpieza,Limpieza de Ropa,Jabones liquidos,kg,2.5,0.8,3.0,5931.2,4745.0,5,24,2645,,True
Jabon en polvo,Popular,7791290792142,Jabón en Polvo Matic Mañana de Sol Ala 800 Gr,Ala,Limpieza,Limpieza de Ropa,Jabón en Polvo,kg,1.5,0.8,2.0,4812.5,3850.0,5,24,2248,,True
Jabon en polvo,Media,7791290796577,Jabón en Polvo mas Blancos Ala 600 Gr,Ala,Limpieza ,Limpieza de Ropa,Jabón en Polvo,kg,1.0,0.6,1.5,6483.3,3890.0,4,24,1438,,True
Jabon en polvo,Ejecutiva,7791290796577,Jabón en Polvo mas Blancos Ala 600 Gr,Ala,Limpieza ,Limpieza de Ropa,Jabón en Polvo,kg,0.5,0.6,1.0,6483.3,3890.0,4,24,1438,,True
Jabon en polvo,Representativa,7791290792050,Jabón en Polvo Lavado a Mano Ala 800 Gr,Ala,Limpieza,Limpieza de Ropa,Jabón en Polvo,kg,1.2,0.8,1.5,4862.5,3890.0,5,24,2110,,True
Jabon en pan,Popular,7794218106328,Jabón en Pan con Glicerina Argentino 200 Gr,Argentino,Limpieza,Limpieza de Ropa,Jabón en Pan,kg,0.6,0.2,3.0,5807.1,1161.4,5,22,1143,,True
Jabon en pan,Media,7794218106854,Jabón Blanco Argentino 150 Gr,Argentino,Limpieza,Limpieza de Ropa,Jabón en Pan,kg,0.4,0.15,2.5,6666.7,1000.0,4,24,1151,,True
Jabon en pan,Ejecutiva,7794218106854,Jabón Blanco Argentino 150 Gr,Argentino,Limpieza,Limpieza de Ropa,Jabón en Pan,kg,0.2,0.15,1.5,6666.7,1000.0,4,24,1151,,True
Jabon en pan,Representativa,7794218106854,Jabón Blanco Argentino 150 Gr,Argentino,Limpieza,Limpieza de Ropa,Jabón en Pan,kg,0.5,0.15,3.0,6666.7,1000.0,4,24,1151,,True
Suavizante,Media,7791290793682,Suavizante para Ropa Clásuci Doypack Comfort 900 Ml,Comfort,Limpieza,Limpieza de Ropa,Suavizante,kg,1.5,0.9,1.5,5116.1,4604.5,5,24,2478,,True
Suavizante,Ejecutiva,7891150000971,Suavizante para Ropa Concentrado Cuidado Intesivo Comfor 500 Ml,Comfort,Limpieza,Limpieza de Ropa,Suavizante,kg,2.5,0.5,5.0,18126.0,9063.0,5,24,2504,,True
Suavizante,Representativa,7791290793583,Suavizante para Ropa Concentrado Cuidado Esencial Doypack Comfort 450 Ml,Comfort,Limpieza,Limpieza de Ropa,Suavizante,kg,1.2,0.45,2.5,16333.3,7350.0,5,24,2046,,True
Lavandina,Popular,7798131250380,Lavandina Aditivada Naranja Héroe 1 Lt,Héroe,Limpieza,Lavandina,Lavandina Líquida,kg,3.0,1.0,3.0,1100.0,1100.0,5,22,1420,,True
Lavandina,Media,7793253003722,Lavandina Lavanda Triple Poder Ayudín 2 Lt,Ayudín,Limpieza,Lavandina,Lavandina Líquida,kg,3.0,2.0,1.5,1820.0,3640.0,5,24,2380,,True
Lavandina,Ejecutiva,7793253003784,Lavandina Anti-splash Tradicional Ayudín 2 Lt,Ayudín,Limpieza,Lavandina,Lavandina Líquida,kg,2.5,2.0,1.0,2156.0,4312.0,5,24,877,,True
Lavandina,Representativa,7790132098459,Lavandina Concentrada Ayudín 1 Lt,Ayudín,Limpieza,Lavandina,Lavandina Líquida,kg,3.0,1.0,3.0,1307.5,1307.5,5,24,2480,,True
Limpiador de pisos,Popular,7793253003517,Limpiador Desinfectante Líquido Lavanda Poett 1.8 Lt,Poett,Limpieza,Limpieza Piso y Muebles,Limpiadores Piso,kg,1.5,1.8,1.0,2527.8,4550.0,5,24,2465,,True
Limpiador de pisos,Media,7791130683661,Limpiador Líquido Marina Procenex 900 Cc,Procenex,Limpieza,Limpieza Piso y Muebles,Limpiadores Piso,kg,2.0,0.9,2.0,2900.0,2610.0,5,24,2467,,True
Limpiador de pisos,Ejecutiva,7790520024954,Limpiador Líquido Desinfectante Lavanda Doypack Lysoform 420 Cc,Lysoform,Limpieza,Limpieza Piso y Muebles,Limpiadores Piso,kg,2.5,0.42,6.0,6940.5,2915.0,5,24,1619,,True
Limpiador de pisos,Representativa,7793253003548,Limpiador Líquido Primavera Poett 900 Ml,Poett,Limpieza,Limpieza Piso y Muebles,Limpiadores Piso,kg,1.8,0.9,2.0,2877.8,2590.0,5,24,2490,,True
Desinfectante de bano,Media,7791130963299,Limpiador Líquido Baño Doypack Harpic 420 Ml,Harpic,Limpieza,Limpieza de Baño,Desinfectantes de Baño,kg,0.7,0.42,1.5,7119.0,2990.0,4,24,1811,,True
Desinfectante de bano,Ejecutiva,7791130681384,Quita Sarro Desinfectante en Gel Harpic 500 Ml,Harpic,Limpieza,Limpieza de Baño,Desinfectantes de Baño,kg,1.0,0.5,2.0,13180.0,6590.0,4,24,2371,,True
Desinfectante de bano,Representativa,7791290795600,Limpiador Líquido Baño Expert Doypack Cif 450 Ml,Cif,Limpieza,Limpieza de Baño,Desinfectantes de Baño,kg,0.6,0.45,1.5,5571.1,2507.0,4,24,2367,,True
Papel higienico,Popular,7790250016182,Papel Higiénico Fresh Hoja Simple con Aloe Vera Higienol 4 Un 30 Mt,Higienol,Limpieza,Papeles,Papel Higiénico,un,16.0,4.0,4.0,600.1,2400.5,5,24,2439,,True
Papel higienico,Media,7790250015536,Papel Higiénico Doble Hoja Manzanilla Higienol 4 Un 30 Mt,Higienol,Limpieza,Papeles,Papel Higiénico,un,20.0,4.0,5.0,1017.4,4069.6,5,24,2255,,True
Papel higienico,Ejecutiva,7790250015857,Papel Higiénico Hoja Simple Max Higienol 4 Un 80 Mt,Higienol,Limpieza,Papeles,Papel Higiénico,un,24.0,4.0,6.0,1567.1,6268.5,5,24,2261,,True
Papel higienico,Representativa,7790250015840,Papel Higiénico Hoja Simple Max Higienol 4 Un 100 Mt,Higienol,Limpieza,Papeles,Papel Higiénico,un,18.0,4.0,4.0,1920.0,7680.0,5,24,2409,,True
Rollo de cocina,Media,7791828900377,Rollo de Cocina Blanco 240 Paños Felpita 1 Un,Felpita,Limpieza,Papeles,Rollo de Cocina,pack,3.0,1.0,3.0,3100.0,3100.0,5,24,1022,,True
Rollo de cocina,Ejecutiva,7790250022053,Rollo de Cocina Floral Elite 60 Paños 3 Un,Elite,Limpieza,Papeles,Rollo de Cocina,pack,5.0,1.0,5.0,3826.8,3826.8,4,24,1515,,True
Rollo de cocina,Representativa,7790250056881,Rollos de Cocina Clásico 50 Paños Sussex 3 Un,Sussex,Limpieza,Papeles,Rollo de Cocina,pack,2.0,1.0,2.0,2931.0,2931.0,5,24,2422,,True
Servilletas,Popular,7790250057765,Servilletas Papel Hoja Simple Clásica 30X30 Sussex 80 Un,Sussex,Limpieza,Papeles,Servilletas,un,140.0,80.0,2.0,26.3,2105.0,5,24,2440,,True
Servilletas,Media,7790250057765,Servilletas Papel Hoja Simple Clásica 30X30 Sussex 80 Un,Sussex,Limpieza,Papeles,Servilletas,un,210.0,80.0,2.5,26.3,2105.0,5,24,2440,,True
Servilletas,Ejecutiva,7790250057765,Servilletas Papel Hoja Simple Clásica 30X30 Sussex 80 Un,Sussex,Limpieza,Papeles,Servilletas,un,280.0,80.0,4.0,26.3,2105.0,5,24,2440,,True
Servilletas,Representativa,7790250057765,Servilletas Papel Hoja Simple Clásica 30X30 Sussex 80 Un,Sussex,Limpieza,Papeles,Servilletas,un,175.0,80.0,2.0,26.3,2105.0,5,24,2440,,True
Bolsas de residuo,Popular,7793253007102,Bolsas de Residuos 45X55 Cm de 15 Un Mortimer 1 Un,Sin Marca,Limpieza ,Limpieza de Cocina,Bolsas y Films,un,30.0,15.0,2.0,176.2,2643.4,4,24,1332,,True
Bolsas de residuo,Media,7790117061836,Bolsas de Residuos Cierra Fácil Rollo 45x55 Cm Asurín 20 Un,Asurín,Limpieza,Limpieza de Cocina,Bolsas y Films,un,40.0,20.0,2.0,257.9,5157.0,5,24,848,,True
Bolsas de residuo,Ejecutiva,7790117061843,Bolsas de Residuos Cierra Fácil Rollo 50x65 Cm Asurín 20 Un,Asurín,Limpieza,Limpieza de Cocina,Bolsas y Films,un,50.0,20.0,2.5,399.4,7988.0,5,24,864,,True
Bolsas de residuo,Representativa,7790117000200,Bolsas de Residuos de 45 Cm 60 Cm en Rollo Asurin 30 Un,Asurín,Limpieza,Limpieza de Cocina,Bolsas y Films,un,35.0,30.0,1.0,186.7,5600.0,5,24,1489,,True
Esponja / trapo,Popular,7794440003303,Esponja con Cuadraditos y Cuida Uñas Virulana 1 Un,Virulana,Limpieza,Accesorios de Limpieza,Esponjas y Guantes,pack,2.0,1.0,2.0,817.9,817.9,5,24,2104,,True
Esponja / trapo,Media,7794440000098,Esponja con Fibra Siempre Limpia Virulana 1 Un,Virulana,Limpieza,Accesorios de Limpieza,Esponjas y Guantes,pack,3.0,1.0,3.0,1260.0,1260.0,4,24,1577,,True
Esponja / trapo,Ejecutiva,7792459163100,Fibra Esponja Parrillera Go 1 Un,Go,Limpieza,Accesorios de Limpieza,Esponjas y Guantes,pack,4.0,1.0,4.0,2775.0,2775.0,4,23,1234,,True
Esponja / trapo,Representativa,7794440003341,Esponja Multiuso Fibraesponjas Virulana Un,Virulana,Limpieza,Accesorios de Limpieza,Esponjas y Guantes,pack,2.5,1.0,2.5,915.0,915.0,5,24,1871,,True
Insecticida,Media,7790520997623,Mata Moscas y Mosquitos Aerosol Raid 370 Ml,Raid,Limpieza,Insecticidas,Moscas y Mosquitos,kg,0.36,0.37,1.0,19054.1,7050.0,5,23,2264,,True
Insecticida,Ejecutiva,7790520508607,Insecticida Mata Moscas y Mosquitos sin Olor en Aerosol Raid 360 Ml,Raid,Limpieza,Insecticidas,Moscas y Mosquitos,kg,0.5,0.36,1.5,22361.1,8050.0,5,23,1935,,True
Insecticida,Representativa,7790520025869,Mata Mosca Mosquito Acuosa Aerosol Fuyi 360 Cc,Fuyi,Limpieza,Insecticidas,Moscas y Mosquitos,kg,0.3,0.36,1.0,14302.8,5149.0,5,24,2254,,True
Shampoo,Popular,7791293045740,Shampoo Crema Balance Sedal 340 Ml,Sedal,Perfumería,Cuidado del Cabello,Shampoo,kg,0.8,0.34,2.5,17264.7,5870.0,5,24,2770,,True
Shampoo,Media,7791293051017,Shampoo Bond Intense Repair Dove 400 Ml,Dove,Perfumería,Cuidado del Cabello,Shampoo,kg,1.0,0.4,2.5,27789.3,11115.7,5,24,2272,,True
Shampoo,Ejecutiva,7500435202671,Shampoo Limpieza y Revitalización Head & Shoulders 180 Cc,Head & Shoulders,Perfumería,Cuidado del Cabello,Shampoo,kg,1.3,0.18,7.0,42216.7,7599.0,4,24,2043,,True
Shampoo,Representativa,7791293047102,Shampoo Reconstrucción Completa Dove 400 Ml,Dove,Perfumería,Cuidado del Cabello,Shampoo,kg,0.9,0.4,2.0,21793.8,8717.5,5,24,2782,,True
Acondicionador,Popular,7791293045948,Acondicionador Crema Balance Sedal 340 Ml,Sedal,Perfumería,Cuidado del Cabello,Acondicionador,kg,0.4,0.34,1.0,17264.7,5870.0,5,24,2754,,True
Acondicionador,Media,7509552902815,Acondicionador Keratin Rt5+ Elvive 400 Ml,Elvive,Perfumería,Cuidado del Cabello,Acondicionador,kg,0.8,0.4,2.0,27975.0,11190.0,4,24,2468,,True
Acondicionador,Ejecutiva,7500435247955,Acondicionador Pro-V Miracles Biotinamina B3 Pantene 250 Ml,Pantene,Perfumería,Cuidado del Cabello,Acondicionador,kg,1.2,0.25,5.0,37796.0,9449.0,5,24,1970,,True
Acondicionador,Representativa,7791293047515,Acondicionador Oleo Nutrición Dove 400 Cc,Dove,Perfumería,Cuidado del Cabello,Acondicionador,kg,0.6,0.4,1.5,21793.8,8717.5,5,24,2785,,True
Jabon de tocador,Popular,7791293050805,Jabón Jazmín Cremoso Lux 360 Gr,Lux,Perfumería,Cuidado Corporal,Jabones,kg,0.5,0.36,1.5,12886.1,4639.0,5,24,2416,,True
Jabon de tocador,Media,7891150095618,Jabón de Tocador Piel Sensible Dove 90 Gr,Dove,Perfumería,Cuidado Corporal,Jabones,kg,0.6,0.09,7.0,28896.2,2600.7,5,24,1706,,True
Jabon de tocador,Ejecutiva,650240035401,Jabon Carbon Detox Asepxia 100 Gr,Asepxia,Perfumería,Cuidado Corporal,Jabones,kg,0.8,0.1,8.0,51740.0,5174.0,5,24,1490,,True
Jabon de tocador,Representativa,7791293051208,Jabón de Tocador Original Dove 90 Gr,Dove,Perfumería,Cuidado Corporal,Jabones,kg,0.55,0.09,6.0,29011.1,2611.0,5,24,2480,,True
Pasta dental,Popular,7793100111891,Crema Dental Ultra Blanco Colgate 90 Gr,Colgate,Perfumería,Cuidado Oral,Crema Dental,kg,0.25,0.09,3.0,34566.7,3111.0,5,24,2490,,True
Pasta dental,Media,7891024134429,Crema Dental Sensitive Blanqueador Colgate 100 Gr,Colgate,Perfumería,Cuidado Oral,Crema Dental,kg,0.3,0.1,3.0,58914.3,5891.4,4,24,2345,,True
